,Contributor,Taxon,UniqueID,AphiaID,Relative.Adult.Mobility,Relative.Adult.Mobility.Certainty,Relative.Adult.Mobility.Reference,Estimated.Max.Body.Size,Estimated.Max.Body.Size.Certainty,Estimated.Max.Body.Size.Reference,Gregariousness,Gregariousness.Certainty,Gregariousness.Reference,Foundation.Species,Foundation.Species.Certainty,Foundation.Species.Reference,Habitat.Complexity,Habitat.Complexity.Certainty,Habitat.Complexity.Reference,Abundance,Abundance.Certainty,Abundance.Reference,Chemosynthesis.Obligate,Chemosynthesis.Obligate.Certainty,Chemosynthesis.Obligate.Reference,Position.of.Symbiont,Position.of.Symbiont.Certainty,Position.of.Symbiont.Reference,Min.Depth.Range.Lower.Bound,Min.Depth.Range.Upper.Bound,Max.Depth.Range.Lower.Bound,Max.Depth.Range.Upper.Bound,Depth.Range.Certainty,Depth.Range.Reference,Substratum,Substratum.Certainty,Substratum.Reference,Zonation.From.Vent,Zonation.From.Vent.Certainty,Zonation.From.Vent.Reference,Nutritional.Source,Nutritional.Source.Certainty,Nutritional.Source.Reference,Trophic.Mode,Trophic.Mode.Certainty,Trophic.Mode.Reference,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies
202,bates.amanda@gmail.com; smills@whoi.edu,Eulalia papillosa,Eul202,129445,3,2,66,10,3,129,Never,2,129,No,3,66,Does not add,3,66,NA,NA,NA,Vent,2,129,None,NA,129,2500,3000,2500,3000,1,129,Hard,2,129,Medium,3,129,Fauna,2,129,Carnivore O,2,129,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eulalia,,papillosa,
203,Marjolaine.Matabos@ifremer.fr; sam.southgate@hotmail.co.uk; stace@whoi.edu; William.Reid@newcastle.ac.uk; smills@whoi.edu,Eulepetopsis vitrea,Eul203,449958,3,3,66; 129,100,3,66,Never,2,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,66; 129,None,3,NA,2000,2500,2500,3000,3,66,Hard,2,66; 129,Medium,2,expert opinon,Sediment or rock surface,1.5,66,Bacterivore,3,176,Mollusca,Gastropoda,,Neolepetopsidae,Eulepetopsis,,vitrea,
204,asac1g09@soton.ac.uk; ijc1g15@soton.ac.uk,Eunice masudai,Eun204,327731,3,2,-9996,100,2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,1,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fauna,2,152,Carnivore O,NA,-9997,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,,masudai,
205,asac1g09@soton.ac.uk; ijc1g15@soton.ac.uk,Eunice northioidea,Eun205,327753,3,2,-9996,100,3,364; 372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,1,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fauna,2,152,Carnivore O,NA,-9997,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,,northioidea,
206,bates.amanda@gmail.com,Eunice pulvinopalpata,Eun206,327778,3,2,66,100,2,129,Never,1,66,No,2,66,Does not add,3,66,NA,NA,NA,Vent,2,66,None,1,66,2500,3000,2500,3000,1,129,Hard,2,129,High,2,129,Fauna,1,129,Carnivore O,1,129,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,,pulvinopalpata,
207,asac1g09@soton.ac.uk; moriakiyasuhara@gmail.com; William.Reid@newcastle.ac.uk,Euphilomedes climax,Eup207,451218,4,3,66,10,3,66,Never,3,NA,No,3,66,Does not add,3,NA,Low,2,66,Vent,3,66,None,3,66,1500,2000,2000,2500,3,66,Hard,2,66,Medium,1,66,Sediment or rock surface,2,NA,Detritivore,2,66,Arthropoda,Ostracoda,Myodocopida,Philomedidae,Euphilomedes,,climax,
208,sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk,Exallopus jumarsi,Exa208,327954,3,3,129,1,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,3,129,Vent,3,129,None,3,NA,NA,NA,NA,NA,NA,NA,Soft,3,129,NA,NA,NA,Sediment or rock surface,2,NA,Bacterivore,2,NA,Annelida,Polychaeta,Eunicida,Dorvilleidae,Exallopus,,jumarsi,
209,hans.rapp@uib.no; tammy.horton@noc.ac.uk; corbari@mnhn.fr; William.Reid@newcastle.ac.uk,Exitomelita sigynae,Exi209,744819,3,3,519,100,3,518; 519,Always,3,66; 519,No,3,66,Does not add,3,66; 519,High,3,66; 519,Vent,3,518; 519,Episymbiont,3,518; 519,2000,2500,2000,2500,3,519,Hard,3,519,High,3,518; 519,Symbiont,2.25,518; 519,Bacterivore,3,518; 519,Arthropoda,Malacostraca,Amphipoda,Melitidae,Exitomelita,,sigynae,
210,bates.amanda@gmail.com; ijc1g15@soton.ac.uk; sabine.gollner@nioz.nl,Exrima dolichops,Exr210,351883,4,2,66,10,2,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,66,Vent,2,541; 242,None,3,66,2500,3000,2500,3000,2,129,NA,NA,NA,NA,NA,NA,Sediment or rock surface,3,617; 198,Bacterivore,1,198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Exrima,,dolichops,
211,bates.amanda@gmail.com; ijc1g15@soton.ac.uk; sabine.gollner@nioz.nl,Exrima singula,Exr211,351884,4,2,66,10,2,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,2,66,Vent,2,541; 245,None,3,66,2500,3000,2500,3000,2,129,NA,NA,NA,NA,NA,NA,Sediment or rock surface,1,198,Bacterivore,1,198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Exrima,,singula,
212,bates.amanda@gmail.com; ijc1g15@soton.ac.uk; sabine.gollner@nioz.nl,Fissuricola caritus,Fis212,351894,4,2,66,10,2,66,Sometimes,1,66,No,3,66,Does not add,2,66,NA,NA,NA,Vent,2,541; 243,NA,NA,NA,2500,3000,2500,3000,2,129,NA,NA,NA,NA,NA,NA,Sediment or rock surface,1,198,Bacterivore,1,198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Fissuricola,,caritus,
213,ijc1g15@soton.ac.uk; kl@bas.ac.uk,Freyella cf. fragilissima,Fre213,234907,3,3,-9996,1000,2,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,3,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,3,NA,Fauna,2,438,NA,NA,NA,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,,fragilissima,
214,cpd4@psu.edu,Freyella sp.,Fre214,123217,3,3,66,1000,NA,66; 129,NA,NA,NA,No,3,66,NA,NA,NA,NA,NA,NA,No,2,NA,None,2,66,NA,NA,NA,NA,NA,NA,Hard,3,66,Low,3,66,NA,NA,NA,NA,NA,NA,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,,,
215,asac1g09@soton.ac.uk; reboschen@uvic.ca,Fucaria striata,Fuc215,536896,3,2,66,10,3,66,Never,3,66; 48,No,NA,NA,Does not add,NA,NA,Low,3,66; 48,Vent,3,129,None,3,576,2000,2500,2000,2500,3,66; 576; 48,Hard,3,66; 48,Low,3,48; 66,Sediment or rock surface,3,129,Detritivore,3,576; 129,Mollusca,Gastropoda,Trochida,Skeneidae,Fucaria,,striata,
216,maria.aa.colaco@uac.pt; daphne.cuvelier@gmail.com; ijc1g15@soton.ac.uk; sam.southgate@hotmail.co.uk,Gaidropsarus mauli,Gai216,125743,3,3,66,1000,3,451,Never,3,451,No,3,66,Does not add,3,66,Low,3,66,Vent,2,451,None,3,451,0,500,1500,2000,3,451; 129,Hard,3,451; 129,Medium,3,66; 129,Fauna,3,451; 129; 338,Carnivore O,2.5,451; 129,Chordata,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,,mauli,
217,sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk,Galapagomystides aristata,Gal217,328065,3,1,129,10,3,129,NA,NA,NA,No,2,129,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hard,3,129,NA,NA,NA,Fauna,3,129,Carnivore O,2,NA,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Galapagomystides,,aristata,
218,reboschen@uvic.ca,Gandalfus puia,Gan218,440291,3,2,66,100,3,355,Never,2,66,No,3,66,Does not add,3,66,Low,1,66,Vent,3,355,None,2,66,0,500,1500,2000,3,355,Hard,2,66,NA,NA,NA,Fauna,1,66,Carnivore S,1,66,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Gandalfus,,puia,
219,divaamon@gmail.com; hwatanabe@jamstec.go.jp; William.Reid@newcastle.ac.uk; verenat,Gandalfus yunohana,Gan219,440292,4,3,42,100,3,66; 168,Never,3,66,No,2,NA,Does not add,2,66,High,3,66,Vent,3,42; 168,None,2,NA,0,500,3500,4000,2.5,42,Hard,3,NA,Medium,3,66,Fauna,3,NA,Carnivore O,2,NA,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Gandalfus,,yunohana,
220,lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; reboschen@uvic.c; tresa2812@gmail.coma,Gigantidas gladius,Gig220,395870,1,3,143,1000,3,572,Always,3,56; 57,Yes,3,56; 57,Bed forming,3,56; 57,High,3,56,Vent,3,481; 571,Endosymbiont,3,598; 572,0,500,500,1000,2,480; 572; 481; 56,Hard,3,56; 480,Medium,2,480,Symbiont,2,66; 405,Detritivore,2,572; 56,Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,,gladius,
221,cchen@jamstec.go.jp; reboschen@uvic.ca,Gigantidas horikoshii,Gig221,396253,1,NA,-9997,1000,3,214,Always,3,214,Yes,3,214,Bed forming,3,214,High,3,214,Vent,3,214,Endosymbiont,2,214,0,500,500,1000,3,214,Soft,3,214,Medium,2,214,Symbiont,2,214; 66,Bacterivore,2,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,,horikoshii,
222,ijc1g15@soton.ac.uk; poisson.chat@wanadoo.fr; tresa2812@gmail.com,Gigantidas tangaroa,Gig222,888567,1,3,143,1000,3,572,NA,NA,NA,Yes,2,NA,Bed forming,3,NA,NA,NA,NA,Other CBE,3,204; 143,Endosymbiont,3,598,500,1000,1000,1500,2,NA,NA,NA,NA,Medium,NA,NA,Symbiont,3,204,Bacterivore,NA,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,,tangaroa,
223,cchen@jamstec.go.jp; jtc@soton.ac.uk; William.Reid@newcastle.ac.uk,Gigantopelta aegis,Gig223,853164,3,3,102,100,3,83,Always,3,102,NA,1,66,Mat forming,3,66,High,3,102,Vent,3,102; 83,Endosymbiont,3,102; 83; 642,2500,3000,2500,3000,3,83,Hard,3,102; 83,Medium,3,102; 83,Symbiont,3,102; 84; 83,Bacterivore,3,102; 84,Mollusca,Gastropoda,,Peltospiridae,Gigantopelta,,aegis,
224,cchen@jamstec.go.jp; jtc@soton.ac.uk; William.Reid@newcastle.ac.uk; leigh.marsh@southampton.ac.uk,Gigantopelta chessoia,Gig224,853163,3,2,66,100,3,83; 437,Always,3,66,Yes,1,66,Mat forming,3,66,High,3,66,Vent,3,83; 447,Endosymbiont,3,83; 651,2500,3000,2500,3000,3,83,Hard,3,83; 340,Medium,3,83; 340,Symbiont,3,84; 438; 83,Bacterivore,3,84; 438,Mollusca,Gastropoda,,Peltospiridae,Gigantopelta,,chessoia,
225,corbari@mnhn.fr; ijc1g15@soton.ac.uk; tammy.horton@noc.ac.uk,Gitanopsis alvina,Git225,488410,4,3,45,10,3,45,Never,2,45,No,3,66,Does not add,3,66; 46,Low,3,45,Vent,3,45,None,3,45,1500,2000,1500,2000,3,45,Hard,2,45,Medium,2,45,Sediment or rock surface,3,45,NA,2,45,Arthropoda,Malacostraca,Amphipoda,Amphilochidae,Gitanopsis,,alvina,
226,sam.southgate@hotmail.co.uk; asac1g09@soton.ac.uk,Glycera profundi,Gly226,328141,3,3,129,10,3,129,NA,NA,NA,NA,NA,NA,Burrow forming,3,129,NA,NA,NA,No,3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soft,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,profundi,
227,daphne.cuvelier@gmail.com; ecordes@temple.edu; asac1g09@soton.ac.uk,Glycera tesselata,Gly227,130128,3,3,NA,10,3,NA,Never,NA,NA,No,NA,NA,Does not add,NA,NA,Low,NA,NA,No,3,NA,NA,NA,NA,500,1000,1500,2000,NA,66; 650,Soft,NA,NA,Medium,3,NA,Fauna,NA,NA,Carnivore O,2,NA,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,tesselata,
228,bates.amanda@gmail.com; Marjolaine.Matabos@ifremer.fr; asac1g09@soton.ac.uk,Gorgoleptis emarginatus,Gor228,449959,3,3,66,10,3,66; 129,Never,2,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,66; 541,None,3,66,2000,2500,2500,3000,2,66; 129,Hard,3,66; 129,Medium,2,expert opinon,Fauna,1.5,66,Bacterivore,2,66,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Gorgoleptis,,emarginatus,
229,ijc1g15@soton.ac.uk; sam.southgate@hotmail.co.uk; asac1g09@soton.ac.uk,Gorgoleptis patulus,Gor229,449960,3,1,129,10,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,1,129,NA,NA,NA,2000,2500,2500,3000,3,277,NA,NA,NA,NA,NA,NA,Sediment or rock surface,3,164,NA,NA,NA,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Gorgoleptis,,patulus,
230,bates.amanda@gmail.com; Marjolaine.Matabos@ifremer.fr; stace@whoi.edu; smills@whoi.edu; asac1g09@soton.ac.uk,Gorgoleptis spiralis,Gor230,449961,3,3,66,10,3,66; 129,Never,2,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,66; 541,None,3,66,1500,2000,2500,3000,2,66; 129,Hard,3,129,Medium,2,66,Sediment or rock surface,2,66,Bacterivore,2,66,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,Gorgoleptis,,spiralis,
231,hans.rapp@uib.no,Gorgonocephalus eucnemis,Gor231,124969,2,3,66,100,3,66,Always,2,460,Yes,2,66,Open bush forming,3,66,High,3,460,No,3,66,NA,NA,NA,0,500,500,1000,3,66,Hard,2,66,Low,3,460,Water column,3,66,NA,2,66,Echinodermata,Ophiuroidea,Euryalida,Gorgonocephalidae,Gorgonocephalus,,eucnemis,
232,hans.rapp@uib.no,Grantia cf. mirabilis,Gra232,164255,1,3,66,1,NA,66,Sometimes,3,66,No,3,66,Does not add,2,66,Low,2,66,No,3,66,NA,NA,NA,0,500,500,1000,1,66,Hard,2,NA,Medium,3,66,Water column,3,66,NA,NA,NA,Porifera,Calcarea,Leucosolenida,Grantiidae,Grantia,,mirabilis,
233,hans.rapp@uib.no,Grantia sp. nov.,Gra233,131703,1,3,66,1,3,66,Sometimes,3,66,No,1,66,Does not add,2,66,High,3,66,Vent,2,66,NA,NA,NA,0,500,500,1000,2,66,Hard,3,NA,Medium,3,66,Water column,3,66,NA,NA,NA,Porifera,Calcarea,Leucosolenida,Grantiidae,Grantia,,,
234,asac1g09@soton.ac.uk; ijc1g15@soton.ac.uk,Grassleia hydrothermalis,Gra234,328168,2,2,66,10,3,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other CBE,3,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sediment or rock surface,3,483,NA,NA,NA,Annelida,Polychaeta,Terebellida,Ampharetidae,Grassleia,,hydrothermalis,
235,Terue-Cristina.Kihara@senckenberg.de,Gymnobela sp. 1 CIR,Gym235,137818,3,3,66,100,3,66,Never,3,66,No,3,66,Does not add,3,66,High,3,66,Vent,3,66,NA,NA,NA,2000,2500,3000,3500,3,66,Hard,3,66,Medium,3,66,NA,NA,NA,NA,NA,NA,Mollusca,Gastropoda,Neogastropoda,Raphitomidae,Gymnobela,,,
236,gorolen@mail.ru; ijc1g15@soton.ac.uk; sam.southgate@hotmail.co.uk,Halacarellus auzendei,Hal236,114919,3,3,129,10,2,NA,Never,2,NA,No,3,NA,Does not add,3,NA,Low,2,NA,Vent,3,129,None,2,NA,1500,2000,3000,3500,2,NA,Hard,2,NA,Low,2,NA,Fauna,2,NA,Carnivore O,1,NA,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Halacarellus,,auzendei,
237,gorolen@mail.ru,Halacarus prolongatus,Hal237,114955,3,2,NA,10,2,NA,Never,2,NA,No,3,NA,Does not add,3,NA,Low,2,NA,Vent,2,NA,None,3,NA,500,1000,500,1000,2,NA,Hard,2,NA,Low,2,NA,Fauna,2,NA,Carnivore O,1,NA,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Halacarus,,prolongatus,
238,corbari@mnhn.fr; stace@whoi.edu; tammy.horton@noc.ac.uk; William.Reid@newcastle.ac.uk; smills@whoi.edu,Halice hesmonectes,Hal238,548428,4,3,344; 66,10,3,344; 129,Always,2,344,No,3,66,Does not add,3,344; 66,High,3,344,Vent,3,344,None,3,344,2000,2500,2500,3000,3,472,Water column,3,344,Medium,3,344,Water column,2,344; 472; 66,Detritivore,1.666666667,344; 472,Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,Halice,,hesmonectes,
239,ijc1g15@soton.ac.uk; asac1g09@soton.ac.uk,Halisiphonia arctica,Hal239,289286,1,3,-9996,10,2,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,NA,-9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water column,2,-9996,NA,NA,NA,Cnidaria,Hydrozoa,Leptothecata,Hebellidae,Halisiphonia,,arctica,
240,sabine.gollner@nioz.nl,Halomonhystera hickeyi,Hal240,734426,3,2,66,1,3,615; 616; 617,NA,NA,NA,No,3,66,Does not add,2,66,High,2,196,No,2,196,None,3,66,2000,2500,2500,3000,2,196,Hard,2,196,Medium,3,200,Sediment or rock surface,2,615; 616; 617,Bacterivore,2,615; 616; 617,Nematoda,Chromadorea,Monhysterida,Monhysteridae,Halomonhystera,,hickeyi,
241,hourdez@sb-roscoff.fr; William.Reid@newcastle.ac.uk,Harmothoe fragilis,Har241,130763,4,3,66,10,3,66,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,No,3,66,None,3,66,500,1000,500,1000,3,460,Hard,3,460,Low,3,66,Fauna,3,66,Carnivore O,3,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,fragilis,
242,asac1g09@soton.ac.uk; hourdez@sb-roscoff.fr,Harmothoe globosa,Har242,328242,4,3,66,10,3,66,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,No,3,66,None,3,66,2500,3000,2500,3000,3,66,Hard,3,66,Low,3,66,Fauna,3,66,Carnivore O,3,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,globosa,
243,hourdez@sb-roscoff.fr; asac1g09@soton.ac.uk,Harmothoe macnabi,Har243,328255,4,3,66,100,3,66,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,No,3,66,None,3,66,2000,2500,2500,3000,2,420; 421,Soft,3,66,Low,3,66,Fauna,3,66,Carnivore O,3,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,macnabi,
244,corbari@mnhn.fr; ijc1g15@soton.ac.uk; tammy.horton@noc.ac.uk,Harpinia pico,Har244,548912,3,3,66,10,3,43; 44,Sometimes,2,66,No,3,66,Does not add,3,43; 66,Low,3,44,Vent,3,44; 44,None,3,44,2000,2500,2000,2500,3,44,Water column,2,44; 66,Low,3,44,Water column,2,44; 66,NA,2,44,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Harpinia,,pico,
245,corbari@mnhn.fr; ijc1g15@soton.ac.uk; tammy.horton@noc.ac.uk,Harpiniopsis fulgens,Har245,548919,3,3,565; 566,10,3,18,Sometimes,2,66,No,3,66,Does not add,3,66; 18,Low,2,565; 566; 18,No,2,565; 566; 18,None,3,18,0,500,2000,2500,3,565; 566; 18,Soft,3,66; 18,Medium,2.5,565; 566; 18,Sediment or rock surface,3,66,Detritivore,2,565; 566; 18,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Harpiniopsis,,fulgens,
246,lokabharathiponnapakkam@gmail.com; smills@whoi.edu; poisson.chat@wanadoo.fr,Helicoradomenia acredema,Hel246,395235,2,NA,-9997,10,NA,-9997,Sometimes,NA,NA,No,NA,NA,Does not add,NA,NA,Low,NA,NA,Vent,NA,NA,Episymbiont,1,NA,2000,2500,3000,3500,NA,NA,Hard,NA,NA,Medium,NA,NA,Symbiont,NA,NA,Bacterivore,NA,NA,Mollusca,Solenogastres,Cavibelonia,Simrothiellidae,Helicoradomenia,,acredema,
247,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; verenat; reboschen@uvic.ca,Helicoradomenia juani,Hel247,395234,3,3,66,10,2,463,Never,NA,NA,No,3,66,Does not add,NA,NA,Low,NA,NA,Vent,3,66,None,2,66,1500,2000,2000,2500,NA,66,Hard,NA,66,Medium,NA,66,Fauna,2,66,Carnivore S,3,66,Mollusca,Solenogastres,Cavibelonia,Simrothiellidae,Helicoradomenia,,juani,
248,asac1g09@soton.ac.uk; ijc1g15@soton.ac.uk,Helicrenion reticulatum,Hel248,536901,3,2,-9996,10,2,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,3,464,NA,NA,NA,1500,2000,1500,2000,3,277,NA,NA,NA,NA,NA,NA,Sediment or rock surface,2,-9996,NA,NA,NA,Mollusca,Gastropoda,,[unassigned] Neomphaloidea,Helicrenion,,reticulatum,
249,hans.rapp@uib.no; William.Reid@newcastle.ac.uk,Heliometra glacialis,Hel249,124223,2,3,66,100,3,66,Always,2,460,Yes,2,66,Open bush forming,3,66,High,3,460,No,3,66,None,2,NA,0,500,500,1000,3,66,Hard,2,66,Low,3,460,Water column,3,66,Detritivore,2,66,Echinodermata,Crinoidea,Comatulida,Antedonidae,Heliometra,,glacialis,
250,gorolen@mail.ru,Heptnerina confusa,Hep250,362274,4,2,NA,10,2,NA,Never,3,NA,No,3,NA,Does not add,3,NA,Low,1,NA,Vent,2,NA,None,3,NA,1500,2000,1500,2000,2,NA,Water column,2,NA,Low,2,NA,Water column,1,NA,Bacterivore,1,NA,Arthropoda,Hexanauplia,Cyclopoida,Cyclopinidae,Heptnerina,,confusa,
251,asac1g09@soton.ac.uk; verenat,Hesiodeira glabra,Hes251,328336,4,3,66,10,2,53,Sometimes,NA,66,No,3,66,NA,NA,NA,Low,NA,66,Vent,3,129,None,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fauna,3,129; 66,Carnivore O,3,129; 66,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiodeira,,glabra,
252,ijc1g15@soton.ac.uk; jtc@soton.ac.uk; bates.amanda@gmail.com; tresa2812@gmail.com; William.Reid@newcastle.ac.uk; leigh.marsh@southampton.ac.uk; asac1g09@soton.ac.uk,Hesiolyra cf. bergi,Hes252,328337,3,3,474; 102,100,3,52,Never,2,129,No,3,66,Does not add,3,66,NA,NA,NA,Vent,3,102; 474; 66,None,2,474,2500,3000,NA,NA,1,147,Hard,3,102; 474,Medium,3,102; 129,Sediment or rock surface,2.5,474; 129; 264,Bacterivore,2,474,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiolyra,,bergi,
253,asac1g09@soton.ac.uk; ijc1g15@soton.ac.uk; tresa2812@gmail.com; William.Reid@newcastle.ac.uk; leigh.marsh@southampton.ac.uk; verenat,Hesiospina vestimentifera,Hes253,328356,4,2,NA,100,3,52,Never,NA,66,No,3,66,Does not add,1,66; 129,Low,NA,66,Vent,3,129,None,2,66,NA,NA,NA,NA,NA,NA,Hard,2,129,High,2,66; 129,Fauna,3,129,Carnivore O,3,129,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiospina,,vestimentifera,
254,bates.amanda@gmail.com,Hirtopelta hirta,Hir254,449962,3,2,66,10,2,129,NA,NA,NA,No,3,66,Does not add,2,66,NA,NA,NA,Vent,2,129,Endosymbiont,1,129,2500,3000,2500,3000,2,129,NA,NA,NA,Medium,2,129,Symbiont,1,129,Bacterivore,2,129,Mollusca,Gastropoda,,Peltospiridae,Hirtopelta,,hirta,
255,asac1g09@soton.ac.uk; ijc1g15@soton.ac.uk,Hyalogyra vitrinelloides,Hya255,536905,3,2,-9996,10,3,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,2,66; 576,NA,NA,NA,1500,2000,1500,2000,3,277,NA,NA,NA,NA,NA,NA,Sediment or rock surface,2,-9996,NA,NA,NA,Mollusca,Gastropoda,,Hyalogyrinidae,Hyalogyra,,vitrinelloides,
256,asac1g09@soton.ac.uk; verenat,Hyalogyrina globularis,Hya256,449963,3,3,66,1,2,66,NA,NA,NA,No,3,66,NA,NA,NA,NA,NA,NA,Vent,3,66,None,2,66,2000,2500,2000,2500,NA,66,Hard,NA,66,NA,NA,NA,Sediment or rock surface,2,66,Detritivore,3,66,Mollusca,Gastropoda,,Hyalogyrinidae,Hyalogyrina,,globularis,
257,ijc1g15@soton.ac.uk; sam.southgate@hotmail.co.uk,Hyalopontius boxshalli,Hya257,346564,3,3,129,1,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,2000,2500,2000,2500,3,129,NA,NA,NA,NA,NA,NA,Fauna,2,216,NA,NA,NA,Arthropoda,Hexanauplia,Siphonostomatoida,Megapontiidae,Hyalopontius,,boxshalli,
258,daphne.cuvelier@gmail.com; maria.aa.colaco@uac.pt,Hydrolagus affinis,Hyd258,105825,4,3,66,1000,3,66,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,No,3,165; 66,None,3,66,0,500,2500,3000,3,165; 66,Water column,3,66,Low,3,66,Fauna,3,338,Carnivore O,3,338,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,,affinis,
259,maria.aa.colaco@uac.pt; sam.southgate@hotmail.co.uk,Hydrolagus mirabilis,Hyd259,105826,4,3,66,1000,3,66; 129,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,No,3,165; 129,None,3,66,0,500,2500,3000,3,165; 129,Water column,3,129,Low,3,66; 129,Fauna,3,338; 129,Carnivore O,3,338; 129,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,,mirabilis,
260,daphne.cuvelier@gmail.com; sam.southgate@hotmail.co.uk; maria.aa.colaco@uac.pt,Hydrolagus pallidus,Hyd260,105827,4,3,66,1000,3,129; 66,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,No,3,129; 165,None,3,66,500,1000,2500,3000,3,129; 165,Water column,3,129,Low,3,129; 66,Fauna,3,129; 338,Carnivore O,3,129; 338,Chordata,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,,pallidus,
261,ijc1g15@soton.ac.uk; sam.southgate@hotmail.co.uk,Hyphalion captans,Hyp261,352387,3,3,129,1,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,129,NA,NA,NA,500,1000,2000,2500,3,129,NA,NA,NA,NA,NA,NA,Fauna,2,66; 129,NA,NA,NA,Arthropoda,Hexanauplia,Cyclopoida,Clausidiidae,Hyphalion,,captans,
